Kode KBLI 2025,Judul KBLI 2025,Uraian KBLI 2025,Padanan KBLI 2020,Jenis Perubahan,Skala Usaha → Tingkat Risiko,Perizinan Berusaha,Jangka Waktu Penerbitan
33141,"Reparasi dan Pemeliharaan Motor Listrik, Generator, dan Transformator","Kelompok ini mencakup reparasi dan pemeliharaan mesin dan peralatan yang diproduksi dalam golongan 271, seperti reparasi dan pemeliharaan mesin tenaga, distribusi dan khususnya transformator, motor listrik, generator dan perangkat motor generator, peralatan sakelar dan papan hubung, peralatan relai, dan pengontrol industri.","33141 - Reparasi Motor Listrik, Generator Dan Transformator",-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Rendah","NIB
Sertifikat Standar",-
33142,Reparasi dan Pemeliharaan Baterai dan Akumulator Listrik,"Kelompok ini mencakup reparasi dan pemeliharaan stasiun pengisian daya mobil, baterai, dan akumulator motor listrik dan lainnya yang termasuk dalam golongan 272.",33142 - Reparasi Baterai Dan Akumulator Listrik,-,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Rendah","NIB
Sertifikat Standar",-
33149,Reparasi dan Pemeliharaan Peralatan Listrik Lainnya,"Kelompok ini mencakup reparasi dan pemeliharaan peralatan listrik lainnya dalam golongan 273, 274 dan 279, seperti reparasi dan pemeliharaan peralatan penerangan listrik, peralatan kawat pembawa arus dan bukan pembawa arus untuk sirkuit kabel listrik dan peralatan listrik sejenis lainnya.",33149 - Reparasi Peralatan Listrik Lainnya,-,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Rendah",Sertifikat Standar,-
33151,"Reparasi dan Pemeliharaan Kapal, Perahu, dan Bangunan Terapung","Kelompok ini mencakup jasa reparasi dan pemeliharaan alat angkutan dalam golongan 301, seperti jasa reparasi dan perawatan kapal, perahu, kapal pesiar, kapal atau perahu untuk kepeluan rekreasi dan olahraga dan sejenisnya, termasuk jasa reparasi dan perawatan dan modifikasi bangunan lepas pantai.","03131 - Jasa Sarana Produksi Penangkapan Ikan Di Laut
03141 - Jasa Sarana Produksi Penangkapan Ikan Di Perairan Darat
33151 - Reparasi Kapal, Perahu Dan Bangunan Terapung",-,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,"-
10 Hari
5 Hari
7 Hari"
33152,Reparasi dan Pemeliharaan Lokomotif dan Gerbong Kereta,Kelompok ini mencakup jasa reparasi dan pemeliharaan lokomotif dan gerbong kereta api dan kendaraan jalan rel lainnya (kecuali industri pembangunan kembali dan pengubahan) dalam golongan 302.,33152 - Reparasi Lokomotif Dan Gerbong Kereta,-,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,7 Hari
33153,Reparasi dan Pemeliharaan Pesawat Udara,"Kelompok ini mencakup reparasi dan pemeliharaan pesawat udara dalam golongan 303, termasuk reparasi dan pemeliharaan untuk drone, mesin pesawat udara dan perlengkapannya. Kelompok ini tidak mencakup kegiatan pengubahan, pemeriksaan, dan pembangunan kembali pesawat udara dan mesin pesawat udara, lihat golongan 303.","33153 - Reparasi Pesawat Terbang
52231 - Aktivitas Kebandarudaraan
52296 - Jasa Penunjang Angkutan Udara",-,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Rendah
Usaha Besar → Menengah Tinggi","Sertifikat Standar
Sertifikat Standar - Sertifikat Organisasi Perawatan Pesawat Udara
Sertifikat Standar - Sertifikat Standar Badan Usaha Bandar Udara","14 Hari
5 Hari
7 Hari"
33159,"Reparasi dan Pemeliharaan Alat Angkutan Lainnya, Bukan Kendaraan Bermotor","Kelompok ini mencakup reparasi dan pemeliharaan alat angkut lainnya bukan sepeda motor dan sepeda, seperti reparasi dan perawatan kendaraan perang, andong dan kereta yang ditarik binatang dan alat angkut sejenis lainnya.","33159 - Reparasi Alat Angkutan Lainnya, Bukan Kendaraan Bermotor",-,-,-,-
33190,Reparasi dan Pemeliharaan Peralatan Lainnya,"Kelompok ini mencakup reparasi dan pemeliharaan peralatan yang tidak tercakup dalam subgolongan lain pada golongan pokok ini. Kelompok ini mencakup - reparasi jaring untuk menangkap ikan, termasuk penambalan; - reparasi tali jerat, tali temali, kanvas, dan kain terpal (tarp); - reparasi kantong penyimpan pupuk dan bahan kimia; - reparasi atau pembaruan pallet kayu, drum pengapalan, dan tong sejenisnya; - reparasi alat permainan dan mesin perjudian; - reparasi organ dan peralatan musik bersejarah lainnya; - reparasi tempat tidur rumah sakit. Kelompok ini tidak mencakup - reparasi furnitur rumah tangga dan kantor, pemugaran furnitur, lihat subgolongan 9524; - reparasi sepeda, lihat subgolongan 9529; - reparasi dan alterasi pakaian, lihat subgolongan 9529.","03131 - Jasa Sarana Produksi Penangkapan Ikan Di Laut
03141 - Jasa Sarana Produksi Penangkapan Ikan Di Perairan Darat
33190 - Reparasi Peralatan Lainnya",-,"Usaha Mikro → Rendah
Usaha Mikro → Menengah Rendah
Usaha Kecil → Rendah
Usaha Kecil → Menengah Rendah
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Rendah
Usaha Menengah → Menengah Rendah
Usaha Menengah → Menengah Tinggi
Usaha Besar → Rendah
Usaha Besar → Menengah Tinggi","NIB
Sertifikat Standar","-
10 Hari
5 Hari"
33201,"Instalasi/Pemasangan dan Perangkaian/Integrasi Mesin, Peralatan, dan Sistem Industri","Kelompok ini mencakup instalasi atau pemasangan khusus untuk mesin dan peralatan industri. Namun, instalasi peralatan yang menjadi bagian dari bangunan atau sejenisnya, misalnya instalasi atau pemasangan eskalator, kabel listrik, alarm pencuri, atau sistem pengondisi udara/air conditioner (AC) diklasifikasikan dalam kegiatan konstruksi. Kelompok ini juga mencakup perangkaian/integrasi peralatan dan sistem industri, baik perangkat keras maupun perangkat lunak, baik secara sebagian maupun seluruhnya dalam skala besar atau kecil. Kelompok ini mencakup - instalasi mesin industri dalam pabrik; - instalasi peralatan dan perakitan kendali atau kontrol proses industri; - instalasi peralatan industri lainnya, seperti peralatan komunikasi, komputer induk/mainframe dan komputer sejenis, peralatan iradiasi, serta peralatan gas medis dan elektromedis; - kegiatan millwright; - machine rigging; - instalasi peralatan arena bowling; - instalasi mesin dan peralatan gudang; - instalasi rak skala besar, gudang (bukan bagian dari gedung); - instalasi stasiun pengisian daya mandiri; - instalasi fasilitas industri, seperti stasiun muat dan bongkar (loading and discharging station), poros penggulung/winding shafts, fasilitas pengolahan kimia/chemical plants, fasilitas pengecoran besi/iron foundaries, blast furnaces, dan oven kokas/coke oven; - instalasi sistem pengolahan dan peralatan pemurnian air laut, air payau, air tawar menjadi air murni pada pembangkit listrik. Kelompok ini tidak mencakup - jasa pembongkaran mesin dan peralatan berskala besar, lihat kelompok 33202; - instalasi stasiun pengisian daya di kotak dinding, lihat kategori F; - konstruksi gudang lengkap, lihat golongan 410; - instalasi sistem pengondisi udara (AC), lihat subgolongan 4322; - instalasi sistem elevator, eskalator, pintu otomatis, dan vacuum cleaning, lihat subgolongan 4329; - instalasi pintu, tangga rumah, peralatan toko, furnitur, dan lainlain, lihat subgolongan 4330; - pemasangan baja struktural untuk rak penyimpanan gudang, lihat subgolongan 4390; - jasa instalasi komputer pribadi/personal computer (PC), lihat subgolongan 6290.",33200 - Instalasi/Pemasangan Mesin dan Peralatan Industri,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Rendah","NIB
Sertifikat Standar",-
33202,"Pembongkaran Mesin, Peralatan, dan Sistem Industri","Kelompok ini mencakup kegiatan pembongkaran mesin, peralatan, dan sistem industri, baik perangkat keras maupun perangkat lunak, baik secara keseluruhan maupun sebagian dalam skala besar atau kecil. Kelompok ini tidak mencakup - instalasi, pemasangan, atau perangkaian/integrasi peralatan dan sistem industri, lihat kelompok 33201; - pembongkaran bangunan sipil, lihat kategori F.",33200 - Instalasi/Pemasangan Mesin dan Peralatan Industri,Recoding/Pindah Kode,"Usaha Mikro → Rendah
Usaha Kecil → Rendah
Usaha Menengah → Rendah
Usaha Besar → Menengah Rendah","NIB
Sertifikat Standar",-
33203,"Pemasangan Perlengkapan Meteorologi, Klimatologi, dan Geofisika","Kelompok ini mencakup kegiatan pemasangan perlengkapan meteorologi, klimatologi dan geofisika ukuran kecil, sedang atau besar, seperti stasiun cuaca otomatis, pengukur kelembapan, dan pemantau aktivitas vulkanik. D PENYEDIAAN LISTRIK, GAS, UAP/AIR PANAS, DAN UDARA DINGIN Kategori ini mencakup pembangkitan, penyimpanan, pengendalian, distribusi, perdagangan, dan keagenan tenaga listrik atau bahan bakar gas untuk penyediaan energi melalui jaringan, saluran, atau pipa permanen, termasuk penyediaan energi untuk lokasi pabrik atau bangunan tempat tinggal. Kategori ini juga mencakup pengoperasian mesin pembangkit listrik dan gas, pemanasan dan pendinginan, seperti pengadaan uap panas dan udara dingin/sistem tata udara melalui jaringan permanen, termasuk kegiatan produksi es, baik untuk kebutuhan konsumsi maupun kebutuhan lainnya. Kategori ini tidak mencakup - ekstraksi gas alam mentah, lihat subgolongan 0620; - jasa penyediaan sarana air bersih dan pembuangan limbah/kotoran, lihat golongan pokok 36 dan 37; - pengangkutan gas melalui saluran pipa, yaitu tidak melalui jaringan distribusi, lihat subgolongan 4930.","43292 - Instalasi Meteorologi, Klimatologi Dan Geofisika",Recoding/Pindah Kode,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,15 Hari
35111,Pembangkitan Tenaga Listrik dari Sumber Energi Tidak Terbarukan yang Menghasilkan Emisi,"Kelompok ini mencakup - pengoperasian fasilitas pembangkit yang menghasilkan energi listrik, dari sumber energi tidak terbarukan yang berasal dari fosil, seperti gas alam, batubara, minyak bumi, produk petroleum, gambut, dan bahan bakar fosil lainnya. Kelompok ini juga mencakup - aktivitas penjualan unit karbon (carbon credit) yang dilakukan oleh perusahaan pembangkit tenaga listrik. Kelompok ini tidak mencakup - produksi listrik dari sumber energi tidak terbarukan yang tidak menghasilkan emisi, lihat kelompok 35112; - produksi listrik dari sumber energi terbarukan, lihat subgolongan 3512; - produksi listrik melalui pembakaran limbah/sampah, lihat subgolongan 3821.",35111 - Pembangkitan Tenaga Listrik,-,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,5 Hari
35112,Pembangkitan Tenaga Listrik dari Sumber Energi Tidak Terbarukan yang Tidak Menghasilkan Emisi,"Kelompok ini mencakup - pengoperasian fasilitas pembangkit yang menghasilkan energi listrik, dari sumber energi tidak terbarukan yang tidak menghasilkan emisi, seperti nuklir, hidrogen, dan amonia. Kelompok ini juga mencakup - aktivitas penjualan unit karbon (carbon credit) yang dilakukan oleh perusahaan pembangkit tenaga listrik. Kelompok ini tidak mencakup - produksi listrik dari sumber energi tidak terbarukan yang menghasilkan emisi, lihat kelompok 35111; - produksi listrik dari sumber energi terbarukan, lihat subgolongan 3512; - produksi listrik melalui pembakaran limbah/sampah, lihat subgolongan 3821.",35111 - Pembangkitan Tenaga Listrik,Pecah Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,5 Hari
35120,Pembangkitan Tenaga Listrik dari Sumber Energi Terbarukan,"Kelompok ini mencakup - pengoperasian fasilitas pembangkit yang memproduksi listrik dari sumber energi terbarukan, seperti gas bahan bakar hayati (biofuel), tenaga air, tenaga angin di darat dan lepas pantai, tenaga surya fotovoltaik, serta energi termal, panas bumi dan pasang surut, gelombang, dan laut. Kelompok ini juga mencakup - aktivitas penjualan unit karbon (carbon credit) yang dilakukan oleh perusahaan pembangkit tenaga listrik. Kelompok ini tidak mencakup - produksi listrik dari sumber energi tidak terbarukan, lihat subgolongan 3511; - produksi listrik melalui pembakaran limbah, lihat subgolongan 3821.",35111 - Pembangkitan Tenaga Listrik,Pecah Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,5 Hari
35131,Aktivitas Penyaluran Tenaga Listrik,"Kelompok ini mencakup - pengoperasian sistem transmisi yang menyalurkan listrik dari fasilitas pembangkit ke sistem distribusi atau menyalurkan tenaga listrik antar sistem melalui jaringan tenaga listrik yang bertegangan tinggi (antara 35 kilovolt s.d. 245 kilovolt) dan/atau bertegangan ekstra tinggi (lebih besar dari 245 kilovolt), termasuk gardu-gardu induknya, baik berasal dari produksi sendiri maupun dari produksi pihak lain; - pengoperasian sistem distribusi (seperti saluran, tiang, meteran, dan kabel) yang menyalurkan tenaga listrik yang diterima dari fasilitas pembangkit atau sistem transmisi ke konsumen akhir biasanya bertegangan menengah ke bawah (di bawah 35 kilovolt), termasuk dengan gardu-gardu distribusinya baik berasal dari produksi sendiri maupun dari produksi pihak lain; - penyewaan dan peminjaman jaringan distribusi tenaga listrik; - distribusi tenaga listrik melalui jaringan listrik; - penjualan listrik ke konsumen dengan aset jaringan transmisi/ distribusi milik sendiri; - pengoperasian pertukaran kapasitas listrik dan transmisi tenaga listrik, kecuali melalui perantara; - menyalurkan tenaga listrik yang disimpan melalui jaringan listrik. Kelompok ini tidak mencakup - penjualan listrik melalui jaringan milik pihak lain, lihat kelompok 35401; - produksi listrik bukan hasil penyimpanan, lihat subgolongan 3511, 3512; - pengoperasian stasiun pengisian kendaraan listrik umum (SPKLU) yang terintegrasi dengan pembangkit, lihat kelompok 35140.","35112 - Transmisi Tenaga Listrik
35113 - Distribusi Tenaga Listrik
35114 - Penjualan Tenaga Listrik",Gabung Kode,"Usaha Mikro → Menengah Rendah
Usaha Mikro → Tinggi
Usaha Kecil → Menengah Rendah
Usaha Kecil → Tinggi
Usaha Menengah → Menengah Rendah
Usaha Menengah → Tinggi
Usaha Besar → Menengah Rendah
Usaha Besar → Tinggi","Izin
Izin - Izin Usaha Penyediaan Tenaga Listrik Kepentingan Umum
Sertifikat Standar - Izin Usaha Penyediaan Tenaga Listrik (IUPTL) Khusus","14 Hari
5 Hari"
35132,Aktivitas Penyimpanan Tenaga Listrik,"Kelompok ini mencakup konversi energi listrik menjadi suatu energi yang dapat disimpan, penyimpanan energi listrik, dan konversi ulang energi tersebut menjadi energi listrik, seperti pengoperasian fasilitas penyimpanan pompa (pump storage), fasilitas penyimpanan udara bertekanan (compressed air storage), atau fasilitas penyimpanan baterai. Kelompok ini juga mencakup - pengoperasian stasiun penukaran baterai kendaraan listrik umum (SPBKLU).","35112 - Transmisi Tenaga Listrik
35113 - Distribusi Tenaga Listrik",Pecah Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin - Izin Usaha Penyediaan Tenaga Listrik Kepentingan Umum,14 Hari
35133,Pengoperasian Fasilitas atau Stasiun Pengisian Daya untuk Kendaraan dan Peralatan Listrik,"Kelompok ini mencakup - pengoperasian fasilitas atau stasiun pengisian daya untuk kendaraan listrik seperti mobil, sepeda motor, skuter, dan sepeda listrik atau stasiun pengisian kendaraan listrik umum (SPKLU) yang tidak terintegrasi dengan pembangkit; - pengoperasian fasilitas pengisian daya untuk peralatan listrik, seperti telepon genggam atau laptop. Kelompok ini tidak mencakup - pengoperasian stasiun pengisian kendaraan listrik umum (SPKLU) yang terintegrasi dengan pembangkit, lihat kelompok 35140.","35112 - Transmisi Tenaga Listrik
35113 - Distribusi Tenaga Listrik",Pecah Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin - Izin Usaha Penyediaan Tenaga Listrik Kepentingan Umum,14 Hari
35140,Penyediaan Tenaga Listrik dalam Satu Kesatuan Usaha,"Kelompok ini mencakup kegiatan pembangkitan tenaga listrik, penyaluran tenaga listrik melalui jaringan transmisi dan/atau distribusi tenaga listrik, penyimpanan tenaga listrik, dan penjualan tenaga listrik kepada konsumen akhir yang dilaksanakan dalam satu kesatuan usaha. Kelompok ini juga mencakup - pengoperasian stasiun pengisian kendaraan listrik umum (SPKLU) yang terintegrasi dengan pembangkit.","35115 - Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha
35116 - Pembangkit, Transmisi, dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha
35117 - Pembangkit, Distribusi, dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha
35118 - Distribusi, dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha",Gabung Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi","Izin
Izin - Izin Usaha Penyediaan Tenaga Listrik Kepentingan Umum
Izin, NIB",5 Hari
35151,Pengoperasian Instalasi Penyediaan Tenaga Listrik,"Kelompok ini mencakup pengoperasian yang dilakukan oleh pihak lain atas fasilitas pembangkit yang menghasilkan energi listrik, fasilitas sistem transmisi tenaga listrik, dan sistem distribusi tenaga listrik.",35121 - Pengoperasian Instalasi Penyediaan Tenaga Listrik,Recoding/Pindah Kode,"Usaha Mikro → Tinggi
Usaha Kecil → Tinggi
Usaha Menengah → Tinggi
Usaha Besar → Tinggi",Izin,5 Hari
35152,Pengoperasian Instalasi Pemanfaatan Tenaga Listrik,"Kelompok ini mencakup pengoperasian yang dilakukan oleh pihak lain atas fasilitas instalasi pemanfaatan tenaga listrik, mencakup instalasi pemanfaatan tenaga listrik tegangan tinggi, instalasi pemanfaatan tenaga listrik tegangan menengah, dan instalasi pemanfaatan tenaga listrik tegangan rendah.",35122 - Pengoperasian Instalasi Pemanfaatan Tenaga Listrik,Recoding/Pindah Kode,"Usaha Mikro → Menengah Tinggi
Usaha Kecil → Menengah Tinggi
Usaha Menengah → Menengah Tinggi
Usaha Besar → Menengah Tinggi",Sertifikat Standar,"5 Hari
6 Minggu"
35159,Aktivitas penunjang tenaga listrik lainnya,"Kelompok ini mencakup kegiatan jasa lain yang secara langsung berkaitan dengan penyediaan dan pemanfaatan tenaga listrik termasuk jasa konservasi energi listrik, namun tidak tercakup dalam kelompok 35151 s.d. 35152, seperti jasa pencatatan meteran dan pemberian tagihan.",35129 - Aktivitas penunjang tenaga listrik lainnya,Recoding/Pindah Kode,"Usaha Mikro → Menengah Rendah
Usaha Kecil → Menengah Rendah
Usaha Menengah → Menengah Rendah
Usaha Besar → Menengah Rendah",Sertifikat Standar,-
